word,count
"<coach,great,>",22

"<coach,greedi>",2

"<coach,greet>",7

"<coach,gregg>",18

"<coach,grew>",8

"<coach,grin.>",2

"<coach,grizzlies'>",3

"<coach,grizzlies.>",4

"<coach,guaranteed),>",3

"<coach,guil>",1

"<coach,guilti>",50

"<coach,gut>",8

"<coach,guy.>",2

"<coach,guys,>",16

"<coach,gym.>",4

"<coach,hagan>",20

"<coach,half-court>",4

"<coach,hall.>",2

"<coach,handl>",13

"<coach,happen,>",7

"<coach,hard,>",12

"<coach,harden>",76

"<coach,harper>",30

"<coach,hartford,>",61

"<coach,hashtag>",9

"<coach,hawk>",28

"<coach,he>",89

"<coach,head-but>",3

"<coach,health.>",4

"<coach,heartfelt>",1

"<coach,hearti>",4

"<coach,heat-knick>",5

"<coach,heat>",158

"<coach,heavi>",3

"<coach,height.>",4

"<coach,henri>",15

"<coach,her,>",16

"<coach,herd>",4

"<coach,herro'>",13

"<coach,herro.>",3

"<coach,herro>",21

"<coach,hey,>",7

"<coach,high-octan>",3

"<coach,high-profil>",10

"<coach,high>",132

"<coach,highest-scor>",5

"<coach,highlight-worthy.>",3

"<coach,him,>",88

"<coach,hole.>",7

"<coach,holtbi>",12

"<coach,home,>",21

"<coach,home-and-hom>",5

"<coach,home:>",2

"<coach,homeland>",2

"<coach,homestand.>",5

"<coach,honestli>",4

"<coach,hot.>",3

"<coach,hours.>",9

"<coach,house,>",4

"<coach,houston>",155

"<coach,howard,>",6

"<coach,huge>",44

"<coach,humbl>",6

"<coach,hundr>",18

"<coach,hurt,>",5

"<coach,husband>",1

"<coach,hype>",22

"<coach,ident>",3

"<coach,ignit>",10

"<coach,ikaba>",2

"<coach,immedi>",14

"<coach,import>",64

"<coach,impress>",27

"<coach,improb>",3

"<coach,in-stat>",4

"<coach,inaugur>",7

"<coach,incident,>",2

"<coach,included.>",1

"<coach,indiana).>",14

"<coach,inform>",6

"<coach,injury,>",33

"<coach,injury/illness.>",2

"<coach,instead,>",20

"<coach,instinct>",2

"<coach,integrity,>",13

"<coach,interest,>",7

"<coach,interim>",34

"<coach,intersect>",1

"<coach,interview>",15

"<coach,iowa.>",23

"<coach,iowa—>",2

"<coach,ish>",5

"<coach,it'll>",16

"<coach,italy,>",5

"<coach,izzo,>",14

"<coach,jama>",3

"<coach,jamych>",4

"<coach,jaren>",2

"<coach,jay>",15

"<coach,jeff,>",2

"<coach,jersey-retir>",2

"<coach,jersey/brooklyn>",8

"<coach,jerseys.>",11

"<coach,jet>",3

"<coach,job.>",43

"<coach,jobs,>",7

"<coach,joe,>",3

"<coach,john's.>",3

"<coach,johnni>",9

"<coach,johnson,>",45

"<coach,joked:>",2

"<coach,jone>",37

"<coach,jones,>",10

"<coach,joy>",14

"<coach,judgment,>",2

"<coach,jumper,>",1

"<coach,jumpers.>",6

"<coach,just>",57

"<coach,kain>",3

"<coach,kanter>",11

"<coach,karl-anthoni>",14

"<coach,keita>",4

"<coach,kenni>",27

"<coach,kept>",36

"<coach,kevarriu>",12

"<coach,key>",29

"<coach,kickstradomi>",3

"<coach,kidd-gilchrist>",10

"<coach,kim>",4

"<coach,kimmel,>",8

"<coach,kind>",93

"<coach,knee).>",2

"<coach,knight>",20

"<coach,known,>",1

"<coach,kokoskov>",5

"<coach,kruger>",8

"<coach,kuruc>",2

"<coach,kyri>",4

"<coach,lacked.>",2

"<coach,lacklust>",6

"<coach,ladi>",8

"<coach,lamb,>",1

"<coach,larri>",37

"<coach,last-plac>",3

"<coach,last>",705

"<coach,late-gam>",5

"<coach,late-night>",8

"<coach,laugh>",5

