word,count
"<coach,also>",1171

"<coach,altercation:>",3

"<coach,although>",22

"<coach,alumni,>",1

"<coach,always?>",4

"<coach,amass>",1

"<coach,amazing,>",39

"<coach,ambros>",9

"<coach,america>",16

"<coach,ames,>",4

"<coach,amin,>",3

"<coach,anaheim,>",82

"<coach,anaheim>",7

"<coach,anarchi>",2

"<coach,and>",977

"<coach,anferne>",21

"<coach,angl>",12

"<coach,angle.>",2

"<coach,anim>",12

"<coach,announced,>",10

"<coach,anonym>",1

"<coach,answer.>",6

"<coach,anthem>",33

"<coach,anti-gay>",1

"<coach,anybody.>",9

"<coach,anyway:>",1

"<coach,apologists,>",10

"<coach,appar>",37

"<coach,appeal>",25

"<coach,appreci>",38

"<coach,arcs.>",1

"<coach,ariza>",1

"<coach,ark.-bas>",7

"<coach,arkansas-littl>",9

"<coach,arm>",36

"<coach,armstrong>",17

"<coach,arrived,>",20

"<coach,art>",19

"<coach,ascend>",3

"<coach,aside,>",9

"<coach,ask,>",6

"<coach,aspir>",10

"<coach,assignment,>",3

"<coach,assists,>",87

"<coach,assur>",6

"<coach,at-larg>",103

"<coach,atmosphere,>",3

"<coach,atmosphere>",4

"<coach,attempted.>",2

"<coach,attempts,>",6

"<coach,attrit>",11

"<coach,auburn,>",81

"<coach,auburn:>",4

"<coach,auburn>",921

"<coach,australian>",7

"<coach,author,>",7

"<coach,author>",18

"<coach,avenatti'>",12

"<coach,avenatti.>",5

"<coach,aveng>",8

"<coach,averag>",673

"<coach,average.>",4

"<coach,averi>",23

"<coach,award,>",9

"<coach,award>",51

"<coach,awards,>",12

"<coach,away,>",51

"<coach,awe>",7

"<coach,azubuik>",15

"<coach,b.j.>",21

"<coach,baby,>",2

"<coach,back-and-forth>",5

"<coach,back-door>",9

"<coach,backbreak>",3

"<coach,backdoor>",5

"<coach,bad'>",10

"<coach,bad.>",16

"<coach,bader>",17

"<coach,badger>",33

"<coach,bagley>",4

"<coach,bail>",2

"<coach,baird>",3

"<coach,baker>",4

"<coach,ballgame,>",2

"<coach,baltimor>",7

"<coach,band>",25

"<coach,bank>",104

"<coach,bankruptci>",2

"<coach,banks.>",12

"<coach,bar.>",14

"<coach,barbee,>",9

"<coach,barrage,>",3

"<coach,barrett’>",1

"<coach,bart>",11

"<coach,basket.>",79

"<coach,bat>",19

"<coach,battles,>",3

"<coach,bay.>",2

"<coach,baylor,>",70

"<coach,baylor:>",10

"<coach,bean>",5

"<coach,beat,>",2

"<coach,beaten,>",9

"<coach,beau>",2

"<coach,beaver>",68

"<coach,bede>",7

"<coach,been-there,>",4

"<coach,beetle>",15

"<coach,befit>",3

"<coach,began,>",3

"<coach,began>",197

"<coach,begun.>",2

"<coach,beilein>",85

"<coach,belief>",10

"<coach,bench,>",30

"<coach,bench>",380

"<coach,benefici>",2

"<coach,benefit>",4

"<coach,benefited,>",14

"<coach,benford>",223

"<coach,bennett,>",30

"<coach,benshpigel>",12

"<coach,berat>",49

"<coach,berni>",14

"<coach,berths.>",10

"<coach,bertz>",9

"<coach,bet.>",14

"<coach,bets,>",1

"<coach,bettor>",8

"<coach,bettors,>",2

"<coach,bid,>",28

"<coach,big-tim>",24

"<coach,bigger,>",7

"<coach,bigs.>",2

"<coach,bila>",5

"<coach,billiken>",20

"<coach,billings,>",6

"<coach,birdie-fest>",1

"<coach,birthday>",7

"<coach,bison’>",9

"<coach,bite>",4

